suite,case,variant,type,size,cycles_per_unit,instructions_per_unit,ipc,branches_per_unit,branch_miss_pct,l1_loads_per_unit,l1_miss_pct,true_error,reported_error,evaluations,accepted,rejected
sampled,trapezoid,scalar_reference,f32,2048,2.9424781799316406,1.0801773071289062,0.367097813841393,0.025409698486328125,1.9366461492268428,1.0004997253417969,0.05071013249451911,0.0,0.0,0,0,0
sampled,trapezoid,optimized,f32,2048,0.2796669006347656,0.5406303405761719,1.9331223657468661,0.009296417236328125,0.04103405826836274,0.2563591003417969,0.1889796586461914,0.0,0.0,0,0,0
sampled,simpson,uniform,f32,2048,2.8751182556152344,1.1158218383789062,0.38809598046955335,0.035663604736328125,2.7489571077120547,1.0004997253417969,0.04994757411114288,0.0,0.0,0,0,0
sampled,trapezoid,irregular,f32,2048,3.0363731384277344,4.5054779052734375,1.4838353851353134,0.08351516723632812,0.5937971040972,1.0029449462890625,0.11144243788890748,0.0,0.0,0,0,0
sampled,simpson,irregular,f32,2048,14.039745330810547,20.987911224365234,1.4948925874251278,1.2500228881835938,0.03967212514419292,2.003948211669922,0.09403738271501533,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f32,2048,3.004474639892578,6.182720184326172,2.0578373677160506,0.09132766723632812,0.5388246105008145,2.000011444091797,0.04997224823618945,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,optimized,f32,2048,1.7616462707519531,3.8052825927734375,2.1600718918158095,0.050800323486328125,0.9686866411353908,0.5053863525390625,0.19549530509344526,0.0,0.0,0,0,0
sampled,cumulative_simpson,uniform,f32,2048,2.5079727172851562,7.213478088378906,2.8762187238573276,0.07179641723632812,0.685404601243292,1.0009880065917969,0.09946532623483725,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,irregular,f32,2048,7.344326019287109,15.498668670654297,2.110291486237522,3.1655502319335938,0.01614788571153128,7.000526428222656,0.04751631874949255,0.0,0.0,0,0,0
sampled,cumulative_simpson,irregular,f32,2048,14.085746765136719,22.986434936523438,1.6318932407202287,2.1650619506835938,0.023081341466422815,3.5000267028808594,0.10539417639955183,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f32,2048,1.802215576171875,1.3340911865234375,0.740250613834561,0.025897979736328125,1.9001325673884224,0.5029487609863281,0.19871819181614775,0.0,0.0,0,0,0
differentiate,uniform_gradient,optimized,f32,2048,0.8972549438476562,1.3384933471679688,1.4917648059181157,0.026874542236328125,1.831085876508162,0.5034446716308594,0.19776472816821367,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f64,2048,2.9430198669433594,1.1412162780761719,0.3877704975404896,0.045917510986328125,1.0882206346569196,1.0004997253417969,0.09760747307215709,0.0,0.0,0,0,0
sampled,trapezoid,optimized,f64,2048,0.5249595642089844,1.0611343383789062,2.021363950150783,0.018085479736328125,2.6787597553258804,0.5024528503417969,0.1920813878449683,0.0,0.0,0,0,0
sampled,simpson,uniform,f64,2048,2.877330780029297,1.2959938049316406,0.4504152994597461,0.09572219848632812,1.024190013151078,1.0004997253417969,0.09837003145553332,0.0,0.0,0,0,0
sampled,trapezoid,irregular,f64,2048,3.1306915283203125,6.144142150878906,1.9625511154001745,0.07179641723632812,0.685404601243292,2.000988006591797,1.0622499032498518,0.0,0.0,0,0,0
sampled,simpson,irregular,f64,2048,28.02318572998047,20.987911224365234,0.7489480827267765,1.2500267028808594,0.039671883010668686,2.0039596557617188,1.396283810151088,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f64,2048,3.0084877014160156,6.182720184326172,2.055092391242327,0.09132766723632812,0.5388246105008145,2.000011444091797,0.6845435073270378,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,optimized,f64,2048,3.030750274658203,5.9302825927734375,1.9567044643565141,0.07228469848632812,0.6807747110665471,1.0024566650390625,2.4966893465455042,0.0,0.0,0,0,0
sampled,cumulative_simpson,uniform,f64,2048,2.511566162109375,7.213481903076172,2.872105068105323,0.07179641723632812,0.685404601243292,1.0009880065917969,1.2019679653052746,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,irregular,f64,2048,7.359546661376953,15.498664855957031,2.1059265698109275,3.1655502319335938,0.01602737910174373,7.000514984130859,5.215560858200151,0.0,0.0,0,0,0
sampled,cumulative_simpson,irregular,f64,2048,28.054092407226562,22.986438751220703,0.8193612041643619,2.1650657653808594,0.022728954573805672,3.500072479248047,11.189583258403331,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f64,2048,7.045673370361328,2.643169403076172,0.37514787645352066,0.046405792236328125,1.060419235511714,1.0019950866699219,1.2555821629667983,0.0,0.0,0,0,0
differentiate,uniform_gradient,optimized,f64,2048,1.7198257446289062,2.643169403076172,1.536882100602872,0.046894073486328125,0.008134710811030668,1.0024566650390625,1.4878913801239022,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f32,65536,3.001554489135742,1.0835323333740234,0.36099039257688514,0.027797698974609375,0.06175804570095382,1.000020980834961,6.2580702995809645,0.0,0.0,0,0,0
sampled,trapezoid,optimized,f32,65536,0.3346080780029297,0.5273170471191406,1.575924437528145,0.008951187133789062,0.2983166418069465,0.25020408630371094,25.02382241059926,0.0,0.0,0,0,0
sampled,simpson,uniform,f32,65536,3.0000991821289062,1.1074886322021484,0.3691506730175038,0.035732269287109375,0.09074894571077777,1.000020980834961,12.513875484926741,0.0,0.0,0,0,0
sampled,trapezoid,irregular,f32,65536,3.067014694213867,4.500236511230469,1.4673019075260618,0.08335494995117188,0.020594494405162353,1.0000991821289062,15.54104438472996,0.0,0.0,0,0,0
sampled,simpson,irregular,f32,65536,14.10342788696289,20.999677658081055,1.488976852038433,1.2500133514404297,0.0027465526949022457,2.0001583099365234,6.771696042278758,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f32,65536,3.059335708618164,6.133411407470703,2.0048180362138264,0.06669044494628906,0.0429000429000429,2.0000057220458984,6.253099417881638,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,optimized,f32,65536,1.818918228149414,3.700235366821289,2.0343055061831703,0.05002784729003906,0.057188608029280566,0.5002059936523438,25.014108567332183,0.0,0.0,0,0,0
sampled,cumulative_simpson,uniform,f32,65536,2.505685806274414,7.142902374267578,2.8506775894971534,0.07145118713378906,0.02402498598542484,1.0000362396240234,12.504696675802535,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,irregular,f32,65536,7.415397644042969,15.600017547607422,2.1037331100024588,3.1999778747558594,0.0013113112516465898,7.000038146972656,2.9310339190133283,0.0,0.0,0,0,0
sampled,cumulative_simpson,irregular,f32,65536,14.048723220825195,23.249582290649414,1.6549249298459578,2.2499523162841797,7.629556222623669e-4,3.500030517578125,5.830816088640437,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f32,65536,1.794198989868164,1.3336563110351562,0.7433157183602873,0.027811050415039062,0.061724161580138534,0.5001049041748047,25.00715111156878,0.0,0.0,0,0,0
differentiate,uniform_gradient,optimized,f32,65536,1.01690673828125,1.3337955474853516,1.3116222015485266,0.027841567993164062,0.06165650476125231,0.5001182556152344,25.007055521231397,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f64,65536,3.0007171630859375,1.1876411437988281,0.39578576695227685,0.06250953674316406,0.027461630000305128,1.000020980834961,12.507366979528857,0.0,0.0,0,0,0
sampled,trapezoid,optimized,f64,65536,0.7649211883544922,1.0538825988769531,1.3777662521600145,0.017877578735351562,0.16003414061666488,0.5000820159912109,25.01497023117088,0.0,0.0,0,0,0
sampled,simpson,uniform,f64,65536,2.9997425079345703,1.3753395080566406,0.45848585484212473,0.12499427795410156,0.03509682144873575,1.000020980834961,25.009965687518,0.0,0.0,0,0,0
sampled,trapezoid,irregular,f64,65536,3.141263961791992,6.142963409423828,1.9555705869173314,0.07145118713378906,0.02669371629918317,2.0000362396240234,13.24143258359996,0.0,0.0,0,0,0
sampled,simpson,irregular,f64,65536,28.0551815032959,20.99968147277832,0.7485134776373232,1.2500171661376953,0.003509478644059521,2.000185012817383,12.59886369921405,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f64,65536,3.129884719848633,6.133411407470703,1.9596285347427513,0.06669044494628906,0.02574002574002574,2.0000057220458984,12.502920619238035,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,optimized,f64,65536,3.1315975189208984,5.928735733032227,1.8931985024292586,0.07146644592285156,0.0400330940243935,1.0001144409179688,25.008057518284367,0.0,0.0,0,0,0
sampled,cumulative_simpson,uniform,f64,65536,2.7579612731933594,7.142902374267578,2.589921201466701,0.07145118713378906,0.040041643309041405,1.0000362396240234,25.004100596207618,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,irregular,f64,65536,7.439973831176758,15.600017547607422,2.0967839271472295,3.1999778747558594,8.94075853395402e-4,7.000038146972656,5.751196990983194,0.0,0.0,0,0,0
sampled,cumulative_simpson,irregular,f64,65536,28.057415008544922,23.24958610534668,0.8286431981800885,2.2499561309814453,0.001271591625806189,3.500062942504883,11.44758080776705,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f64,65536,7.0635528564453125,2.6877079010009766,0.38050368640598636,0.06252670288085938,0.02745492815960465,1.000082015991211,25.00462494111544,0.0,0.0,0,0,0
differentiate,uniform_gradient,optimized,f64,65536,2.4719791412353516,2.6877498626708984,1.087287398661604,0.06254005432128906,0.0274482295891915,1.0000839233398438,25.00538773579688,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f32,262144,3.0022239685058594,1.0501251220703125,0.3497824056720647,0.01668548583984375,0.022862368541380886,1.0000267028808594,6.254029166396466,0.0,0.0,0,0,0
sampled,trapezoid,optimized,f32,262144,0.3926811218261719,0.5269737243652344,1.341988944909121,0.008945465087890625,0.042643923240938165,0.25006866455078125,25.008390029593922,0.0,0.0,0,0,0
sampled,simpson,uniform,f32,262144,3.001972198486328,1.1073074340820312,0.3688599896562547,0.035732269287109375,0.02135155332550443,1.0000267028808594,12.50691395417145,0.0,0.0,0,0,0
sampled,trapezoid,irregular,f32,262144,3.0620765686035156,4.500141143798828,1.469637039759314,0.08335113525390625,0.004576659038901602,1.0000495910644531,12.609664179673793,0.0,0.0,0,0,0
sampled,simpson,irregular,f32,262144,14.153133392333984,20.750011444091797,1.466107517225003,1.2500152587890625,6.103441120103515e-4,2.0000839233398438,6.910797047548206,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f32,262144,3.178558349609375,6.222312927246094,1.9575896500408045,0.1111297607421875,0.0034326513799258548,2.0000152587890625,6.252050384137084,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,optimized,f32,262144,1.8563957214355469,3.700145721435547,1.9931880248971012,0.050022125244140625,0.007626019980172348,0.5000572204589844,25.008582086705776,0.0,0.0,0,0,0
sampled,cumulative_simpson,uniform,f32,262144,2.506122589111328,7.400074005126953,2.952798094266818,0.10001754760742188,0.003814027994965483,1.0000190734863281,12.503194748024978,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,irregular,f32,262144,7.254810333251953,15.428653717041016,2.126679128512124,3.142864227294922,3.641293727386049e-4,7.000041961669922,2.7890719387646667,0.0,0.0,0,0,0
sampled,cumulative_simpson,irregular,f32,262144,14.223567962646484,23.249988555908203,1.6346101496450567,2.2500038146972656,1.695418132496927e-4,3.500049591064453,5.8890142288052925,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f32,262144,1.8247756958007812,1.3001632690429688,0.7125058011430865,0.016689300537109375,0.022857142857142857,0.5000495910644531,25.007437921959035,0.0,0.0,0,0,0
differentiate,uniform_gradient,optimized,f32,262144,1.0674057006835938,1.3001937866210938,1.2180877297061619,0.016696929931640625,0.045693397304089556,0.5000572204589844,25.010107791009023,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f64,262144,3.0016517639160156,1.1501197814941406,0.3831622959465728,0.050018310546875,0.00762660158633313,1.0000228881835938,12.505054358191876,0.0,0.0,0,0,0
sampled,trapezoid,optimized,f64,262144,0.7704544067382812,1.0537338256835938,1.3676783680744664,0.01787567138671875,0.021340162185232606,0.5000381469726562,25.008773134373904,0.0,0.0,0,0,0
sampled,simpson,uniform,f64,262144,3.001659393310547,1.3001594543457031,0.4331468977603585,0.10001754760742188,0.007628055989930966,1.0000267028808594,25.005435798452037,0.0,0.0,0,0,0
sampled,trapezoid,irregular,f64,262144,3.1949691772460938,6.200103759765625,1.9405844721816936,0.10001754760742188,0.003814027994965483,2.000030517578125,13.680084685148628,0.0,0.0,0,0,0
sampled,simpson,irregular,f64,262144,28.072689056396484,21.25000762939453,0.7569637374853702,1.2500190734863281,6.103422494163602e-4,2.0000839233398438,12.603254950801913,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f64,262144,3.4101295471191406,6.222324371337891,1.8246592351878472,0.11113357543945312,0.0034326513799258548,2.0000152587890625,12.528896111327276,0.0,0.0,0,0,0
