# bench=memory_detail
# l3_bytes=20971520
# ring_bytes=134217728
# k=5 warmup=1 cpu=0
op,impl,size,dst_align,src_align,mode,delta,cyc_per_byte,gib_s
memcpy,micron,14,0,0,hot,0,0.3272,8.54
memcpy,libc,14,0,0,hot,0,0.2679,10.43
memcpy,raw32,14,0,0,hot,0,0.3272,8.54
memmove,micron,14,0,0,hot,0,0.3411,8.19
memmove,libc,14,0,0,hot,0,0.2679,10.43
memset0,micron,14,0,0,hot,0,0.1608,17.37
memset0,libc,14,0,0,hot,0,0.3214,8.69
memset5A,micron,14,0,0,hot,0,0.2679,10.43
memcpy,micron,15,0,0,hot,0,0.3051,9.16
memcpy,libc,15,0,0,hot,0,0.2500,11.17
memcpy,raw32,15,0,0,hot,0,0.3053,9.15
memmove,micron,15,0,0,hot,0,0.3181,8.78
memmove,libc,15,0,0,hot,0,0.2510,11.12
memset0,micron,15,0,0,hot,0,0.1513,18.45
memset0,libc,15,0,0,hot,0,0.3001,9.31
memset5A,micron,15,0,0,hot,0,0.2500,11.17
memcpy,micron,16,0,0,hot,0,0.2380,11.74
memcpy,libc,16,0,0,hot,0,0.2345,11.91
memcpy,raw32,16,0,0,hot,0,0.2384,11.72
memmove,micron,16,0,0,hot,0,0.2575,10.84
memmove,libc,16,0,0,hot,0,0.2347,11.90
memset0,micron,16,0,0,hot,0,0.1409,19.84
memset0,libc,16,0,0,hot,0,0.2813,9.93
memset5A,micron,16,0,0,hot,0,0.2344,11.92
memcpy,micron,17,0,0,hot,0,0.2590,10.79
memcpy,libc,17,0,0,hot,0,0.2207,12.66
memcpy,raw32,17,0,0,hot,0,0.2593,10.78
memmove,micron,17,0,0,hot,0,0.2735,10.22
memmove,libc,17,0,0,hot,0,0.2205,12.67
memset0,micron,17,0,0,hot,0,0.3059,9.16
memset0,libc,17,0,0,hot,0,0.0391,71.90
memset5A,micron,17,0,0,hot,0,0.3088,9.05
memcpy,micron,18,0,0,hot,0,0.2444,11.42
memcpy,libc,18,0,0,hot,0,0.2083,13.41
memcpy,raw32,18,0,0,hot,0,0.2448,11.42
memmove,micron,18,0,0,hot,0,0.2584,10.81
memmove,libc,18,0,0,hot,0,0.5433,5.14
memset0,micron,18,0,0,hot,0,0.0000,0.00
memset0,libc,18,0,0,hot,0,0.2713,10.29
memset5A,micron,18,0,0,hot,0,0.2084,13.41
memcpy,micron,19,0,0,hot,0,0.2318,12.06
memcpy,libc,19,0,0,hot,0,0.1973,14.16
memcpy,raw32,19,0,0,hot,0,0.2313,12.08
memmove,micron,19,0,0,hot,0,0.2441,11.44
memmove,libc,19,0,0,hot,0,0.5021,5.56
memset0,micron,19,0,0,hot,0,0.1205,23.07
memset0,libc,19,0,0,hot,0,0.2368,11.80
memset5A,micron,19,0,0,hot,0,0.2763,10.11
memcpy,micron,20,0,0,hot,0,0.2198,12.71
memcpy,libc,20,0,0,hot,0,0.1876,14.89
memcpy,raw32,20,0,0,hot,0,0.2198,12.71
memmove,micron,20,0,0,hot,0,0.2327,12.00
memmove,libc,20,0,0,hot,0,0.1875,14.90
memset0,micron,20,0,0,hot,0,0.1133,24.67
memset0,libc,20,0,0,hot,0,0.2251,12.41
memset5A,micron,20,0,0,hot,0,0.2625,10.64
memcpy,micron,21,0,0,hot,0,0.2145,13.02
memcpy,libc,21,0,0,hot,0,0.1786,15.64
memcpy,raw32,21,0,0,hot,0,0.2095,13.34
memmove,micron,21,0,0,hot,0,0.2209,12.65
memmove,libc,21,0,0,hot,0,0.1785,15.65
memset0,micron,21,0,0,hot,0,0.1077,25.87
memset0,libc,21,0,0,hot,0,0.2147,13.02
memset5A,micron,21,0,0,hot,0,0.2217,12.58
memcpy,micron,22,0,0,hot,0,0.4281,6.51
memcpy,libc,22,0,0,hot,0,0.2505,11.11
memcpy,raw32,22,0,0,hot,0,0.3055,9.19
memmove,micron,22,0,0,hot,0,0.2109,13.24
memmove,libc,22,0,0,hot,0,0.1705,16.38
memset0,micron,22,0,0,hot,0,0.1023,27.32
memset0,libc,22,0,0,hot,0,0.2046,13.66
memset5A,micron,22,0,0,hot,0,0.2386,11.71
memcpy,micron,23,0,0,hot,0,0.1912,14.61
memcpy,libc,23,0,0,hot,0,0.1631,17.13
memcpy,raw32,23,0,0,hot,0,0.1912,14.61
memmove,micron,23,0,0,hot,0,0.2018,13.85
memmove,libc,23,0,0,hot,0,0.1631,17.13
memset0,micron,23,0,0,hot,0,0.0982,28.47
memset0,libc,23,0,0,hot,0,0.1957,14.28
memset5A,micron,23,0,0,hot,0,0.2283,12.24
memcpy,micron,24,0,0,hot,0,0.1835,15.23
memcpy,libc,24,0,0,hot,0,0.1562,17.88
memcpy,raw32,24,0,0,hot,0,0.1831,15.26
memmove,micron,24,0,0,hot,0,0.1933,14.45
memmove,libc,24,0,0,hot,0,0.1563,17.88
memset0,micron,24,0,0,hot,0,0.1129,24.74
memset0,libc,24,0,0,hot,0,0.1875,14.90
memset5A,micron,24,0,0,hot,0,0.1563,17.88
memcpy,micron,25,0,0,hot,0,0.1763,15.85
memcpy,libc,25,0,0,hot,0,0.1501,18.62
memcpy,raw32,25,0,0,hot,0,0.1759,15.88
memmove,micron,25,0,0,hot,0,0.1853,15.07
memmove,libc,25,0,0,hot,0,0.1499,18.64
memset0,micron,25,0,0,hot,0,0.0900,31.05
memset0,libc,25,0,0,hot,0,0.1801,15.52
memset5A,micron,25,0,0,hot,0,0.1500,18.62
memcpy,micron,26,0,0,hot,0,0.1694,16.50
memcpy,libc,26,0,0,hot,0,0.1442,19.37
memcpy,raw32,26,0,0,hot,0,0.1693,16.50
memmove,micron,26,0,0,hot,0,0.1790,15.61
memmove,libc,26,0,0,hot,0,0.1443,19.37
memset0,micron,26,0,0,hot,0,0.0866,32.28
memset0,libc,26,0,0,hot,0,0.1731,16.14
memset5A,micron,26,0,0,hot,0,0.2019,13.84
memcpy,micron,27,0,0,hot,0,0.1632,17.12
memcpy,libc,27,0,0,hot,0,0.0476,95.40
memcpy,raw32,27,0,0,hot,0,0.1629,17.15
memmove,micron,27,0,0,hot,0,0.1721,16.23
memmove,libc,27,0,0,hot,0,0.1793,15.56
memset0,micron,27,0,0,hot,0,0.2070,13.50
memset0,libc,27,0,0,hot,0,0.1602,17.42
memset5A,micron,27,0,0,hot,0,0.1945,14.37
memcpy,micron,28,0,0,hot,0,0.1572,17.78
memcpy,libc,28,0,0,hot,0,0.1340,20.85
memcpy,raw32,28,0,0,hot,0,0.1568,17.82
memmove,micron,28,0,0,hot,0,0.1660,16.83
memmove,libc,28,0,0,hot,0,0.1340,20.85
memset0,micron,28,0,0,hot,0,0.0807,34.63
memset0,libc,28,0,0,hot,0,0.1607,17.38
memset5A,micron,28,0,0,hot,0,0.1874,14.91
memcpy,micron,29,0,0,hot,0,0.2354,11.85
memcpy,libc,29,0,0,hot,0,0.1782,15.65
memcpy,raw32,29,0,0,hot,0,0.0639,43.92
memmove,micron,29,0,0,hot,0,0.1606,17.40
memmove,libc,29,0,0,hot,0,0.1293,21.60
memset0,micron,29,0,0,hot,0,0.0777,35.99
memset0,libc,29,0,0,hot,0,0.1552,18.00
memset5A,micron,29,0,0,hot,0,0.1810,15.43
memcpy,micron,30,0,0,hot,0,0.1467,19.05
memcpy,libc,30,0,0,hot,0,0.1250,22.34
memcpy,raw32,30,0,0,hot,0,0.1467,19.05
memmove,micron,30,0,0,hot,0,0.1550,18.02
memmove,libc,30,0,0,hot,0,0.1250,22.35
memset0,micron,30,0,0,hot,0,0.1703,16.49
memset0,libc,30,0,0,hot,0,0.1730,16.11
memset5A,micron,30,0,0,hot,0,0.2073,13.50
memcpy,micron,31,0,0,hot,0,0.2068,13.51
memcpy,libc,31,0,0,hot,0,0.2230,12.60
memcpy,raw32,31,0,0,hot,0,0.0552,51.34
memmove,micron,31,0,0,hot,0,0.1499,18.63
memmove,libc,31,0,0,hot,0,0.1210,23.08
memset0,micron,31,0,0,hot,0,0.0732,38.17
memset0,libc,31,0,0,hot,0,0.1452,19.24
memset5A,micron,31,0,0,hot,0,0.1694,16.51
memcpy,micron,32,0,0,hot,0,0.1125,24.83
memcpy,libc,32,0,0,hot,0,0.1200,23.27
memcpy,raw32,32,0,0,hot,0,0.1173,23.82
memmove,micron,32,0,0,hot,0,0.1200,23.28
memmove,libc,32,0,0,hot,0,0.1202,23.24
memset0,micron,32,0,0,hot,0,0.0703,39.80
memset0,libc,32,0,0,hot,0,0.1171,23.85
memset5A,micron,32,0,0,hot,0,0.1641,17.03
memcpy,micron,33,0,0,hot,0,0.1417,19.71
memcpy,libc,33,0,0,hot,0,0.1100,25.39
memcpy,raw32,33,0,0,hot,0,0.1416,19.74
memmove,micron,33,0,0,hot,0,0.1482,18.81
memmove,libc,33,0,0,hot,0,0.1104,25.30
memset0,micron,33,0,0,hot,0,0.0683,40.90
memset0,libc,33,0,0,hot,0,0.1137,24.57
memset5A,micron,33,0,0,hot,0,0.1134,24.63
memcpy,micron,34,0,0,hot,0,0.0000,0.00
memcpy,libc,34,0,0,hot,0,0.1070,26.11
memcpy,raw32,34,0,0,hot,0,0.1375,20.31
memmove,micron,34,0,0,hot,0,0.1436,19.46
memmove,libc,34,0,0,hot,0,0.1067,26.19
memset0,micron,34,0,0,hot,0,0.0662,42.21
memset0,libc,34,0,0,hot,0,0.1103,25.34
memset5A,micron,34,0,0,hot,0,0.1103,25.33
memcpy,micron,35,0,0,hot,0,0.1334,20.94
memcpy,libc,35,0,0,hot,0,0.1038,26.92
memcpy,raw32,35,0,0,hot,0,0.1336,20.92
memmove,micron,35,0,0,hot,0,0.1394,20.04
memmove,libc,35,0,0,hot,0,0.1038,26.91
memset0,micron,35,0,0,hot,0,0.0643,43.45
memset0,libc,35,0,0,hot,0,0.1071,26.07
memset5A,micron,35,0,0,hot,0,0.1071,26.07
memcpy,micron,36,0,0,hot,0,0.1299,21.51
memcpy,libc,36,0,0,hot,0,0.1009,27.69
memcpy,raw32,36,0,0,hot,0,0.1299,21.51
memmove,micron,36,0,0,hot,0,0.2938,9.50
memmove,libc,36,0,0,hot,0,0.0192,150.40
memset0,micron,36,0,0,hot,0,0.0793,35.24
memset0,libc,36,0,0,hot,0,0.0290,100.96
memset5A,micron,36,0,0,hot,0,0.1042,26.82
memcpy,micron,37,0,0,hot,0,0.1263,22.12
memcpy,libc,37,0,0,hot,0,0.0983,28.41
memcpy,raw32,37,0,0,hot,0,0.1261,22.16
memmove,micron,37,0,0,hot,0,0.1322,21.13
memmove,libc,37,0,0,hot,0,0.0982,28.45
memset0,micron,37,0,0,hot,0,0.0609,45.88
memset0,libc,37,0,0,hot,0,0.1014,27.54
memset5A,micron,37,0,0,hot,0,0.1014,27.55
memcpy,micron,38,0,0,hot,0,0.1232,22.68
memcpy,libc,38,0,0,hot,0,0.0957,29.16
memcpy,raw32,38,0,0,hot,0,0.1228,22.77
memmove,micron,38,0,0,hot,0,0.2749,10.13
memmove,libc,38,0,0,hot,0,0.0714,39.20
memset0,micron,38,0,0,hot,0,0.0596,46.92
memset0,libc,38,0,0,hot,0,0.0987,28.29
memset5A,micron,38,0,0,hot,0,0.1562,17.86
memcpy,micron,39,0,0,hot,0,0.2910,9.59
memcpy,libc,39,0,0,hot,0,0.1273,21.93
memcpy,raw32,39,0,0,hot,0,0.1019,27.39
memmove,micron,39,0,0,hot,0,0.1252,22.30
memmove,libc,39,0,0,hot,0,0.0955,29.25
memset0,micron,39,0,0,hot,0,0.0582,48.00
memset0,libc,39,0,0,hot,0,0.0962,29.05
memset5A,micron,39,0,0,hot,0,0.0962,29.06
memcpy,micron,40,0,0,hot,0,0.1168,23.85
memcpy,libc,40,0,0,hot,0,0.0909,30.74
memcpy,raw32,40,0,0,hot,0,0.1185,23.58
memmove,micron,40,0,0,hot,0,0.1200,23.28
memmove,libc,40,0,0,hot,0,0.0384,74.10
memset0,micron,40,0,0,hot,0,0.0592,47.26
memset0,libc,40,0,0,hot,0,0.0938,29.78
memset5A,micron,40,0,0,hot,0,0.2466,11.30
memcpy,micron,41,0,0,hot,0,0.1689,16.54
memcpy,libc,41,0,0,hot,0,0.0955,29.13
memcpy,raw32,41,0,0,hot,0,0.1138,24.56
memmove,micron,41,0,0,hot,0,0.1192,23.44
memmove,libc,41,0,0,hot,0,0.0886,31.54
memset0,micron,41,0,0,hot,0,0.0560,49.92
memset0,libc,41,0,0,hot,0,0.0915,30.54
memset5A,micron,41,0,0,hot,0,0.0915,30.55
memcpy,micron,42,0,0,hot,0,0.1112,25.13
memcpy,libc,42,0,0,hot,0,0.1102,25.35
memcpy,raw32,42,0,0,hot,0,0.1115,25.05
memmove,micron,42,0,0,hot,0,0.1170,23.88
memmove,libc,42,0,0,hot,0,0.1462,19.13
memset0,micron,42,0,0,hot,0,0.1730,16.13
memset0,libc,42,0,0,hot,0,0.1119,24.72
memset5A,micron,42,0,0,hot,0,0.1782,15.72
memcpy,micron,43,0,0,hot,0,0.0495,56.68
memcpy,libc,43,0,0,hot,0,0.2181,12.78
memcpy,raw32,43,0,0,hot,0,0.1395,20.01
memmove,micron,43,0,0,hot,0,0.0945,29.62
memmove,libc,43,0,0,hot,0,0.0845,33.07
memset0,micron,43,0,0,hot,0,0.0529,52.82
memset0,libc,43,0,0,hot,0,0.0872,32.03
memset5A,micron,43,0,0,hot,0,0.0871,32.07
memcpy,micron,44,0,0,hot,0,0.1063,26.28
memcpy,libc,44,0,0,hot,0,0.1053,26.53
memcpy,raw32,44,0,0,hot,0,0.1063,26.29
memmove,micron,44,0,0,hot,0,0.1109,25.19
memmove,libc,44,0,0,hot,0,0.0826,33.82
memset0,micron,44,0,0,hot,0,0.0512,54.56
memset0,libc,44,0,0,hot,0,0.0852,32.78
memset5A,micron,44,0,0,hot,0,0.0852,32.78
memcpy,micron,45,0,0,hot,0,0.1037,26.93
memcpy,libc,45,0,0,hot,0,0.1027,27.19
memcpy,raw32,45,0,0,hot,0,0.1039,26.91
memmove,micron,45,0,0,hot,0,0.1090,25.63
memmove,libc,45,0,0,hot,0,0.0809,34.54
memset0,micron,45,0,0,hot,0,0.0501,55.83
memset0,libc,45,0,0,hot,0,0.0834,33.51
memset5A,micron,45,0,0,hot,0,0.0833,33.52
memcpy,micron,46,0,0,hot,0,0.1023,27.31
memcpy,libc,46,0,0,hot,0,0.1004,27.83
memcpy,raw32,46,0,0,hot,0,0.1016,27.45
memmove,micron,46,0,0,hot,0,0.1064,26.27
memmove,libc,46,0,0,hot,0,0.0791,35.32
memset0,micron,46,0,0,hot,0,0.0487,57.47
memset0,libc,46,0,0,hot,0,0.0816,34.25
memset5A,micron,46,0,0,hot,0,0.0819,34.10
memcpy,micron,47,0,0,hot,0,0.0991,28.18
memcpy,libc,47,0,0,hot,0,0.0981,28.48
memcpy,raw32,47,0,0,hot,0,0.0999,27.98
memmove,micron,47,0,0,hot,0,0.1039,26.86
memmove,libc,47,0,0,hot,0,0.0774,36.09
memset0,micron,47,0,0,hot,0,0.0480,58.24
memset0,libc,47,0,0,hot,0,0.0798,35.00
memset5A,micron,47,0,0,hot,0,0.0798,35.02
memcpy,micron,48,0,0,hot,0,0.0972,28.76
memcpy,libc,48,0,0,hot,0,0.0962,29.03
memcpy,raw32,48,0,0,hot,0,0.0379,76.01
memmove,micron,48,0,0,hot,0,0.1571,17.79
memmove,libc,48,0,0,hot,0,0.0792,35.33
memset0,micron,48,0,0,hot,0,0.0475,58.87
memset0,libc,48,0,0,hot,0,0.0781,35.75
memset5A,micron,48,0,0,hot,0,0.0782,35.75
memcpy,micron,49,0,0,hot,0,0.0954,29.29
memcpy,libc,49,0,0,hot,0,0.0943,29.59
memcpy,raw32,49,0,0,hot,0,0.0954,29.30
memmove,micron,49,0,0,hot,0,0.0997,28.01
memmove,libc,49,0,0,hot,0,0.0741,37.68
memset0,micron,49,0,0,hot,0,0.0460,60.88
memset0,libc,49,0,0,hot,0,0.0757,36.92
memset5A,micron,49,0,0,hot,0,0.0765,36.50
memcpy,micron,50,0,0,hot,0,0.0935,29.88
memcpy,libc,50,0,0,hot,0,0.0924,30.23
memcpy,raw32,50,0,0,hot,0,0.0936,29.85
memmove,micron,50,0,0,hot,0,0.0978,28.58
memmove,libc,50,0,0,hot,0,0.0727,38.43
memset0,micron,50,0,0,hot,0,0.0480,58.19
memset0,libc,50,0,0,hot,0,0.0750,37.24
memset5A,micron,50,0,0,hot,0,0.1551,18.13
memcpy,micron,51,0,0,hot,0,0.1336,20.92
memcpy,libc,51,0,0,hot,0,0.0808,34.69
memcpy,raw32,51,0,0,hot,0,0.0413,68.27
memmove,micron,51,0,0,hot,0,0.0958,29.16
memmove,libc,51,0,0,hot,0,0.0712,39.24
memset0,micron,51,0,0,hot,0,0.0450,62.18
memset0,libc,51,0,0,hot,0,0.0736,37.97
memset5A,micron,51,0,0,hot,0,0.0735,38.00
memcpy,micron,52,0,0,hot,0,0.0900,31.05
memcpy,libc,52,0,0,hot,0,0.0889,31.38
memcpy,raw32,52,0,0,hot,0,0.0898,31.11
memmove,micron,52,0,0,hot,0,0.0940,29.75
memmove,libc,52,0,0,hot,0,0.0699,39.93
memset0,micron,52,0,0,hot,0,0.0433,64.55
memset0,libc,52,0,0,hot,0,0.0721,38.75
memset5A,micron,52,0,0,hot,0,0.0721,38.66
memcpy,micron,53,0,0,hot,0,0.0881,31.71
memcpy,libc,53,0,0,hot,0,0.0872,32.04
memcpy,raw32,53,0,0,hot,0,0.0882,31.69
memmove,micron,53,0,0,hot,0,0.0920,30.35
memmove,libc,53,0,0,hot,0,0.0686,40.74
memset0,micron,53,0,0,hot,0,0.0430,65.10
memset0,libc,53,0,0,hot,0,0.0707,39.51
memset5A,micron,53,0,0,hot,0,0.0707,39.52
memcpy,micron,54,0,0,hot,0,0.0864,32.32
memcpy,libc,54,0,0,hot,0,0.0856,32.65
memcpy,raw32,54,0,0,hot,0,0.0867,32.23
memmove,micron,54,0,0,hot,0,0.0905,30.86
memmove,libc,54,0,0,hot,0,0.0673,41.49
memset0,micron,54,0,0,hot,0,0.0419,66.69
memset0,libc,54,0,0,hot,0,0.0694,40.25
memset5A,micron,54,0,0,hot,0,0.0694,40.25
memcpy,micron,55,0,0,hot,0,0.0850,32.87
memcpy,libc,55,0,0,hot,0,0.0840,33.27
memcpy,raw32,55,0,0,hot,0,0.0851,32.82
memmove,micron,55,0,0,hot,0,0.0886,31.60
memmove,libc,55,0,0,hot,0,0.0660,42.33
memset0,micron,55,0,0,hot,0,0.0410,68.16
memset0,libc,55,0,0,hot,0,0.0682,40.98
memset5A,micron,55,0,0,hot,0,0.0682,40.98
memcpy,micron,56,0,0,hot,0,0.0835,33.47
memcpy,libc,56,0,0,hot,0,0.0825,33.86
memcpy,raw32,56,0,0,hot,0,0.0837,33.40
memmove,micron,56,0,0,hot,0,0.0873,32.01
memmove,libc,56,0,0,hot,0,0.0649,43.07
memset0,micron,56,0,0,hot,0,0.0403,69.41
memset0,libc,56,0,0,hot,0,0.0670,41.72
memset5A,micron,56,0,0,hot,0,0.0670,41.74
memcpy,micron,57,0,0,hot,0,0.0822,33.99
memcpy,libc,57,0,0,hot,0,0.0810,34.50
memcpy,raw32,57,0,0,hot,0,0.0820,34.06
memmove,micron,57,0,0,hot,0,0.0858,32.54
memmove,libc,57,0,0,hot,0,0.0637,43.85
memset0,micron,57,0,0,hot,0,0.0396,70.67
memset0,libc,57,0,0,hot,0,0.0658,42.46
memset5A,micron,57,0,0,hot,0,0.0658,42.47
memcpy,micron,58,0,0,hot,0,0.0808,34.59
memcpy,libc,58,0,0,hot,0,0.0797,35.05
memcpy,raw32,58,0,0,hot,0,0.0807,34.63
memmove,micron,58,0,0,hot,0,0.0845,33.08
memmove,libc,58,0,0,hot,0,0.0628,44.47
memset0,micron,58,0,0,hot,0,0.0391,71.58
memset0,libc,58,0,0,hot,0,0.0647,43.22
memset5A,micron,58,0,0,hot,0,0.0648,43.15
memcpy,micron,59,0,0,hot,0,0.0794,35.21
memcpy,libc,59,0,0,hot,0,0.0783,35.69
memcpy,raw32,59,0,0,hot,0,0.0790,35.36
memmove,micron,59,0,0,hot,0,0.0827,33.77
memmove,libc,59,0,0,hot,0,0.0616,45.37
memset0,micron,59,0,0,hot,0,0.0382,73.29
memset0,libc,59,0,0,hot,0,0.0636,43.93
memset5A,micron,59,0,0,hot,0,0.0636,43.97
memcpy,micron,60,0,0,hot,0,0.0779,35.90
memcpy,libc,60,0,0,hot,0,0.0770,36.27
memcpy,raw32,60,0,0,hot,0,0.0780,35.82
memmove,micron,60,0,0,hot,0,0.0814,34.33
memmove,libc,60,0,0,hot,0,0.0605,46.19
memset0,micron,60,0,0,hot,0,0.0585,47.71
memset0,libc,60,0,0,hot,0,0.1314,21.16
memset5A,micron,60,0,0,hot,0,0.0042,748.89
memcpy,micron,61,0,0,hot,0,0.0767,36.46
memcpy,libc,61,0,0,hot,0,0.0757,36.91
memcpy,raw32,61,0,0,hot,0,0.0768,36.40
memmove,micron,61,0,0,hot,0,0.0802,34.85
memmove,libc,61,0,0,hot,0,0.0595,46.97
memset0,micron,61,0,0,hot,0,0.0372,75.21
memset0,libc,61,0,0,hot,0,0.0615,45.46
memset5A,micron,61,0,0,hot,0,0.0615,45.42
memcpy,micron,62,0,0,hot,0,0.0754,37.06
memcpy,libc,62,0,0,hot,0,0.0745,37.49
memcpy,raw32,62,0,0,hot,0,0.0754,37.04
memmove,micron,62,0,0,hot,0,0.0790,35.38
