suite,case,variant,type,size,cycles_per_unit,instructions_per_unit,ipc,branches_per_unit,branch_miss_pct,l1_loads_per_unit,l1_miss_pct,true_error,reported_error,evaluations,accepted,rejected
sampled,trapezoid,scalar_reference,f32,2048,2.9423789978027344,1.0796890258789062,0.3669442402508923,0.025409698486328125,1.9366461492268428,1.0004997253417969,0.04804117815270231,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f32,2048,4.963382720947266,5.182716369628906,1.0441903558546823,0.09132766723632812,0.5388246105008145,2.0000343322753906,0.06351361918912372,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f32,2048,1.7974777221679688,0.5538101196289062,0.3081040242106291,0.014667510986328125,0.02600780234070221,0.2548942565917969,0.38611772100749786,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f64,2048,2.9423561096191406,1.0796890258789062,0.3669470946596812,0.025409698486328125,1.9366461492268428,1.0004997253417969,0.09875131064722142,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f64,2048,4.963905334472656,5.182716369628906,1.0440804206391046,0.09132766723632812,0.5388246105008145,2.0000381469726562,0.7896272730393784,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f64,2048,7.0638885498046875,1.0836029052734375,0.1534003400015985,0.02590179443359375,0.07363770250368189,0.5029449462890625,4.709353478353205,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f32,65536,3.0006637573242188,1.0751838684082031,0.35831534465793546,0.025018692016601562,0.07623113279463332,1.000020980834961,6.2582610304425526,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f32,65536,5.313831329345703,5.133428573608398,0.9660503421060755,0.06669235229492188,0.02574002574002574,2.000019073486328,6.252610658543982,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f32,65536,1.8390045166015625,0.5421028137207031,0.2947805776586653,0.013925552368164062,0.12327078482399671,0.25016021728515625,49.999237549178076,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f64,65536,3.0022449493408203,1.083517074584961,0.3609022890763328,0.027797698974609375,0.07547687662961439,1.000020980834961,12.511753789345393,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f64,65536,5.036012649536133,5.133428573608398,1.0193438600836793,0.06669235229492188,0.0428988159926786,2.000019073486328,12.503409353167028,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f64,65536,7.055324554443359,1.0836410522460938,0.15359194943960863,0.027812957763671875,0.10286654779865588,0.5001144409179688,50.00724626626596,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f32,262144,3.0017356872558594,1.0536956787109375,0.35102880083163146,0.01787567138671875,0.021340162185232606,1.0000190734863281,6.25483980484381,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f32,262144,5.090709686279297,5.222320556640625,1.0258531478854611,0.1111297607421875,0.0034326513799258548,2.0000152587890625,6.251394719425366,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f32,262144,1.8002967834472656,0.5470504760742188,0.30386682968277545,0.015644073486328125,0.0243842965130456,0.2500495910644531,50.0,0.0,0.0,0,0,0
sampled,trapezoid,scalar_reference,f64,262144,3.0020065307617188,1.0501251220703125,0.3498077406926418,0.01668548583984375,0.045714285714285714,1.0000190734863281,12.50433913537721,0.0,0.0,0,0,0
sampled,cumulative_trapezoid,scalar_reference,f64,262144,5.1833953857421875,5.222320556640625,1.0075095893717674,0.1111297607421875,0.0034326513799258548,2.0000152587890625,12.52758445085724,0.0,0.0,0,0,0
differentiate,uniform_gradient,scalar_reference,f64,262144,7.085742950439453,1.0501556396484375,0.14820684958424968,0.016689300537109375,0.022857142857142857,0.50006103515625,50.13883803246674,0.0,0.0,0,0,0
