suite,case,variant,type,size,cycles_per_unit,instructions_per_unit,ipc,branches_per_unit,branch_miss_pct,l1_loads_per_unit,l1_miss_pct,true_error,reported_error,evaluations,accepted,rejected
ode_fixed,rk4,scalar_reference,f32,2,48.108369140625,33.492646484375,0.6961917846203751,3.0512890625,0.3283704376992306,1.0701025390625,0.005475401757603964,5.092622927804769e-7,0.0,500,100,0
ode_fixed,euler,workspace,f32,2,27.3781884765625,59.800166015625,2.184226544675073,5.0800341796875,0.19723354008252666,8.120068359375,6.61459178948761e-4,0.0050124735571444035,0.0,202,101,0
ode_fixed,midpoint,workspace,f32,2,32.7236962890625,70.930166015625,2.1675473487547325,6.0900341796875,0.16436304509400362,10.1500732421875,5.772741595249034e-4,1.7344234947813675e-5,0.0,303,101,0
ode_fixed,rk4,workspace,f32,2,65.803173828125,89.1401416015625,1.3546481316722678,6.0900390625,0.16452313546459746,11.160107421875,7.875428226409811e-4,5.092622927804769e-7,0.0,505,101,0
ode_fixed,rk4,scalar_reference,f64,2,61.2617333984375,33.1926513671875,0.5418170450925257,3.0212890625,0.3317926174930506,1.0700830078125,0.0031940572283796547,8.333444638572813e-11,0.0,500,100,0
ode_fixed,euler,workspace,f64,2,44.1334375,53.230166015625,1.2061187396885864,5.0300341796875,0.1990968323121248,8.0400732421875,7.287700184014429e-4,0.0050123810031232246,0.0,200,100,0
ode_fixed,midpoint,workspace,f64,2,25.7305078125,57.2401611328125,2.2246028547094965,6.020029296875,0.1661932578582888,10.04005859375,5.835985464505536e-4,1.6666636447414762e-5,0.0,300,100,0
ode_fixed,rk4,workspace,f64,2,80.943095703125,80.2501513671875,0.9914391174451863,6.0300439453125,0.16607919491672962,15.0401025390625,4.220487349413823e-4,8.333444638572813e-11,0.0,500,100,0
ode_adaptive,rk23,pi_controller,f32,2,4959.515625,7326.060546875,1.4771725911993674,1228.013671875,0.08175041312587178,1270.01953125,0.005074971164936563,2.6500549211050384e-5,9.999999747378752e-6,37,12,0
ode_adaptive,rk45,pi_controller,f32,2,1967.041015625,2704.052734375,1.3746804021347896,409.01171875,4.7752299273210006e-4,462.0078125,0.014373404129394456,1.0662403155947686e-6,9.999999747378752e-6,25,4,0
ode_adaptive,dop853,pi_controller,f32,2,5974.8671875,7533.1015625,1.2607988148272125,935.01953125,0.41401034399204567,1417.01171875,0.01212939862992929,2.6656007889869215e-7,9.999999747378752e-6,49,4,0
ode_adaptive,rk23_tol1e-4,pi_controller,f64,2,4494.376953125,4225.060546875,0.9400770320204804,710.013671875,0.8458793982290174,750.017578125,0.0059894429557640575,2.3640455221493546e-4,1e-4,22,7,0
ode_adaptive,rk45_tol1e-4,pi_controller,f64,2,2148.693359375,2051.05859375,0.9545617749158963,312.01171875,0.6503912363067292,435.015625,0.014816278150928487,7.154779347586775e-6,1e-4,19,3,0
ode_adaptive,dop853_tol1e-4,pi_controller,f64,2,4392.95703125,4931.12109375,1.1225061066319757,627.01953125,0.3202133094107826,1009.01171875,0.0193564371767475,1.7561100900541623e-10,1e-4,37,3,0
ode_adaptive,rk23_tol1e-8,pi_controller,f64,2,74351.708984375,70363.076171875,0.9463545240992617,11748.029296875,0.08997518201187965,12453.087890625,4.234645137521669e-4,2.881622662455026e-8,1e-8,349,114,2
ode_adaptive,rk45_tol1e-8,pi_controller,f64,2,8398.228515625,7668.060546875,0.9130569062997614,1169.013671875,1.0276759086770197,1619.025390625,0.004342890507285802,3.228843627687193e-9,1e-8,67,11,0
ode_adaptive,dop853_tol1e-8,pi_controller,f64,2,5963.16796875,6583.12109375,1.103964375060184,837.01953125,0.4848841224950765,1344.01171875,0.01453205335007426,1.6664269676554512e-10,1e-8,49,4,0
ode_adaptive,rk23_tol1e-12,pi_controller,f64,2,1575968.611328125,1496204.4609375,0.9493872226488826,249777.4140625,0.005884145161868963,264490.6484375,1.3882815977396177e-4,2.8983386806460158e-12,1e-12,7351,2447,3
ode_adaptive,rk45_tol1e-12,pi_controller,f64,2,45923.083984375,42594.0703125,0.9275089261642865,6476.0234375,0.06245996349515219,8981.064453125,8.263914638111217e-4,3.6472575298478796e-13,1e-12,367,60,1
ode_adaptive,dop853_tol1e-12,pi_controller,f64,2,10571.66015625,11554.125,1.0929341972291042,1470.0234375,0.6919514145942226,2349.03515625,0.009146057550319945,9.354806667174334e-14,1e-12,85,7,0
ode_feature,dense_output_65,rk45_cubic_hermite,f64,2,21406.98828125,22031.15234375,1.0291570235990035,3484.0234375,1.0335123499007748,4507.06640625,0.010313665433360288,3.587273286560519e-11,0.0,151,24,1
ode_feature,terminal_event,brent_guarded,f64,2,23652.7734375,28285.12890625,1.195848300030883,4462.02734375,0.07301193491257389,5927.0546875,0.0031634578439584875,9.29256671611256e-12,0.0,236,38,1
ode_feature,runtime_state,rk45_pointer_length,f64,2,21361.75390625,21313.1328125,0.9977241013208294,3441.0234375,1.0173651355484088,4151.0625,0.006587150351706777,3.587273286560519e-11,0.0,151,24,1
ode_oracle,kepler_period,dop853,f64,4,176588.984375,54989.953125,0.3114008120020935,8933.25,4.845485965354154,13872.421875,0.010925441185083732,6.589077762618769e-10,1e-10,433,33,3
ode_oracle,reverse_time,rk45,f64,2,18953.07421875,17436.140625,0.9199637179571998,2643.02734375,0.41648500254945575,3693.04296875,0.004548252730538238,7.066360416608321e-11,1e-10,151,25,0
ode_oracle,lorenz_t1,rk45,f64,3,180301.0078125,242282.28125,1.3437654973590387,33592.09375,0.040141513953711204,56778.2421875,0.001128293274794176,0.0,1e-10,1855,307,2
