# bench=memory_detail
# l3_bytes=20971520
# ring_bytes=134217728
# k=5 warmup=1 cpu=0
op,impl,size,dst_align,src_align,mode,delta,cyc_per_byte,gib_s
memcpy,raw32,12,0,0,hot,0,0.3479,8.03
memmove,micron,12,0,0,hot,0,0.7060,3.96
memmove,libc,12,0,0,hot,0,0.0000,0.00
memset0,micron,12,0,0,hot,0,0.6460,4.32
memset0,libc,12,0,0,hot,0,0.3751,7.45
memset5A,micron,12,0,0,hot,0,0.3871,7.22
memcpy,micron,13,0,0,hot,0,0.3420,8.16
memcpy,libc,13,0,0,hot,0,0.2759,10.13
memcpy,raw32,13,0,0,hot,0,0.3060,9.13
memmove,micron,13,0,0,hot,0,0.6054,4.62
memmove,libc,13,0,0,hot,0,0.2888,9.67
memset0,micron,13,0,0,hot,0,0.5665,4.93
memset0,libc,13,0,0,hot,0,0.3108,9.00
memset5A,micron,13,0,0,hot,0,0.7048,3.96
memcpy,micron,14,0,0,hot,0,0.3061,9.13
memcpy,libc,14,0,0,hot,0,0.2680,10.42
memcpy,raw32,14,0,0,hot,0,0.2833,9.86
memmove,micron,14,0,0,hot,0,0.8072,3.46
memmove,libc,14,0,0,hot,0,0.2681,10.42
memset0,micron,14,0,0,hot,0,0.5893,4.74
memset0,libc,14,0,0,hot,0,0.3215,8.69
memset5A,micron,14,0,0,hot,0,0.6965,4.01
memcpy,micron,15,0,0,hot,0,0.2775,10.07
memcpy,libc,15,0,0,hot,0,0.2969,9.40
memcpy,raw32,15,0,0,hot,0,0.2678,10.43
memmove,micron,15,0,0,hot,0,0.6921,4.04
memmove,libc,15,0,0,hot,0,0.2503,11.16
memset0,micron,15,0,0,hot,0,0.5877,4.75
memset0,libc,15,0,0,hot,0,0.3001,9.31
memset5A,micron,15,0,0,hot,0,0.6992,3.99
memcpy,micron,16,0,0,hot,0,0.1949,14.34
memcpy,libc,16,0,0,hot,0,0.1398,20.08
memcpy,raw32,16,0,0,hot,0,0.2344,11.92
memmove,micron,16,0,0,hot,0,0.2644,10.57
memmove,libc,16,0,0,hot,0,0.2346,11.91
memset0,micron,16,0,0,hot,0,0.1875,14.90
memset0,libc,16,0,0,hot,0,0.2813,9.93
memset5A,micron,16,0,0,hot,0,0.1938,14.41
memcpy,micron,17,0,0,hot,0,0.0843,33.29
memcpy,libc,17,0,0,hot,0,0.2207,12.66
memcpy,raw32,17,0,0,hot,0,0.3530,7.92
memmove,micron,17,0,0,hot,0,0.3314,8.43
memmove,libc,17,0,0,hot,0,0.2210,12.64
memset0,micron,17,0,0,hot,0,0.2281,12.25
memset0,libc,17,0,0,hot,0,0.2321,12.05
memset5A,micron,17,0,0,hot,0,0.2400,11.65
memcpy,micron,18,0,0,hot,0,0.2664,10.49
memcpy,libc,18,0,0,hot,0,0.2084,13.41
memcpy,raw32,18,0,0,hot,0,0.3334,8.38
memmove,micron,18,0,0,hot,0,0.3804,7.34
memmove,libc,18,0,0,hot,0,0.2050,13.66
memset0,micron,18,0,0,hot,0,0.4512,6.17
memset0,libc,18,0,0,hot,0,0.2748,10.16
memset5A,micron,18,0,0,hot,0,0.2919,9.57
memcpy,micron,19,0,0,hot,0,0.3250,8.60
memcpy,libc,19,0,0,hot,0,0.1975,14.15
memcpy,raw32,19,0,0,hot,0,0.3695,7.56
memmove,micron,19,0,0,hot,0,0.4129,6.77
memmove,libc,19,0,0,hot,0,0.1975,14.15
memset0,micron,19,0,0,hot,0,0.2291,12.23
memset0,libc,19,0,0,hot,0,0.2369,11.79
memset5A,micron,19,0,0,hot,0,0.2970,9.41
memcpy,micron,20,0,0,hot,0,0.3756,7.44
memcpy,libc,20,0,0,hot,0,0.1876,14.90
memcpy,raw32,20,0,0,hot,0,0.3760,7.43
memmove,micron,20,0,0,hot,0,0.4121,6.78
memmove,libc,20,0,0,hot,0,0.1877,14.88
memset0,micron,20,0,0,hot,0,0.0763,37.15
memset0,libc,20,0,0,hot,0,0.2253,12.40
memset5A,micron,20,0,0,hot,0,0.2250,12.42
memcpy,micron,21,0,0,hot,0,0.3834,7.29
memcpy,libc,21,0,0,hot,0,0.1786,15.64
memcpy,raw32,21,0,0,hot,0,0.4016,6.96
memmove,micron,21,0,0,hot,0,0.4225,6.61
memmove,libc,21,0,0,hot,0,0.1788,15.62
memset0,micron,21,0,0,hot,0,0.4596,6.07
memset0,libc,21,0,0,hot,0,0.2143,13.04
memset5A,micron,21,0,0,hot,0,0.3188,8.77
memcpy,micron,22,0,0,hot,0,0.4067,6.87
memcpy,libc,22,0,0,hot,0,0.1706,16.38
memcpy,raw32,22,0,0,hot,0,0.4166,6.71
memmove,micron,22,0,0,hot,0,0.4455,6.27
memmove,libc,22,0,0,hot,0,0.3111,8.95
memset0,micron,22,0,0,hot,0,0.3236,8.63
memset0,libc,22,0,0,hot,0,0.1049,26.87
memset5A,micron,22,0,0,hot,0,0.3750,7.45
memcpy,micron,23,0,0,hot,0,0.4806,5.80
memcpy,libc,23,0,0,hot,0,0.0096,301.78
memcpy,raw32,23,0,0,hot,0,0.4053,6.89
memmove,micron,23,0,0,hot,0,0.4503,6.21
memmove,libc,23,0,0,hot,0,0.1632,17.11
memset0,micron,23,0,0,hot,0,0.3354,8.33
memset0,libc,23,0,0,hot,0,0.3556,7.83
memset5A,micron,23,0,0,hot,0,0.3480,8.03
memcpy,micron,24,0,0,hot,0,0.1448,19.29
memcpy,libc,24,0,0,hot,0,0.1726,16.16
memcpy,raw32,24,0,0,hot,0,0.2188,12.77
memmove,micron,24,0,0,hot,0,0.2358,11.84
memmove,libc,24,0,0,hot,0,0.1565,17.86
memset0,micron,24,0,0,hot,0,0.1822,15.32
memset0,libc,24,0,0,hot,0,0.1877,14.89
memset5A,micron,24,0,0,hot,0,0.2188,12.77
memcpy,micron,25,0,0,hot,0,0.2169,12.87
memcpy,libc,25,0,0,hot,0,0.1260,22.23
memcpy,raw32,25,0,0,hot,0,0.2399,11.65
memmove,micron,25,0,0,hot,0,0.2735,10.22
memmove,libc,25,0,0,hot,0,0.1501,18.61
memset0,micron,25,0,0,hot,0,0.2100,13.30
memset0,libc,25,0,0,hot,0,0.1801,15.52
memset5A,micron,25,0,0,hot,0,0.2400,11.64
memcpy,micron,26,0,0,hot,0,0.2261,12.36
memcpy,libc,26,0,0,hot,0,0.1443,19.37
memcpy,raw32,26,0,0,hot,0,0.2636,10.60
memmove,micron,26,0,0,hot,0,0.3141,8.89
memmove,libc,26,0,0,hot,0,0.1444,19.35
memset0,micron,26,0,0,hot,0,0.2308,12.10
memset0,libc,26,0,0,hot,0,0.1731,16.14
memset5A,micron,26,0,0,hot,0,0.2309,12.10
memcpy,micron,27,0,0,hot,0,0.2590,10.79
memcpy,libc,27,0,0,hot,0,0.1389,20.11
memcpy,raw32,27,0,0,hot,0,0.2796,9.99
memmove,micron,27,0,0,hot,0,0.3068,9.11
memmove,libc,27,0,0,hot,0,0.1391,20.09
memset0,micron,27,0,0,hot,0,0.2310,12.09
memset0,libc,27,0,0,hot,0,0.1830,15.26
memset5A,micron,27,0,0,hot,0,0.2500,11.17
memcpy,micron,28,0,0,hot,0,0.2819,9.91
memcpy,libc,28,0,0,hot,0,0.1340,20.86
memcpy,raw32,28,0,0,hot,0,0.3131,8.92
memmove,micron,28,0,0,hot,0,0.3263,8.56
memmove,libc,28,0,0,hot,0,0.1340,20.85
memset0,micron,28,0,0,hot,0,0.1588,17.59
memset0,libc,28,0,0,hot,0,0.1607,17.38
memset5A,micron,28,0,0,hot,0,0.1875,14.90
memcpy,micron,29,0,0,hot,0,0.2895,9.65
memcpy,libc,29,0,0,hot,0,0.1580,17.62
memcpy,raw32,29,0,0,hot,0,0.3465,8.07
memmove,micron,29,0,0,hot,0,0.3425,8.16
memmove,libc,29,0,0,hot,0,0.1295,21.57
memset0,micron,29,0,0,hot,0,0.2645,10.56
memset0,libc,29,0,0,hot,0,0.1553,17.98
memset5A,micron,29,0,0,hot,0,0.2845,9.82
memcpy,micron,30,0,0,hot,0,0.3064,9.12
memcpy,libc,30,0,0,hot,0,0.1251,22.34
memcpy,raw32,30,0,0,hot,0,0.3728,7.49
memmove,micron,30,0,0,hot,0,0.3677,7.60
memmove,libc,30,0,0,hot,0,0.1474,18.90
memset0,micron,30,0,0,hot,0,0.2530,11.06
memset0,libc,30,0,0,hot,0,0.1508,18.52
memset5A,micron,30,0,0,hot,0,0.3000,9.31
memcpy,micron,31,0,0,hot,0,0.3424,8.16
memcpy,libc,31,0,0,hot,0,0.1210,23.09
memcpy,raw32,31,0,0,hot,0,0.3945,7.08
memmove,micron,31,0,0,hot,0,0.3879,7.20
memmove,libc,31,0,0,hot,0,0.1211,23.08
memset0,micron,31,0,0,hot,0,0.2917,9.58
memset0,libc,31,0,0,hot,0,0.1452,19.24
memset5A,micron,31,0,0,hot,0,0.2909,9.61
memcpy,micron,32,0,0,hot,0,0.2570,10.83
memcpy,libc,32,0,0,hot,0,0.0966,28.93
memcpy,raw32,32,0,0,hot,0,0.1172,23.84
memmove,micron,32,0,0,hot,0,0.2115,13.21
memmove,libc,32,0,0,hot,0,0.0967,28.88
memset0,micron,32,0,0,hot,0,0.1407,19.87
memset0,libc,32,0,0,hot,0,0.1172,23.84
memset5A,micron,32,0,0,hot,0,0.1641,17.03
memcpy,micron,33,0,0,hot,0,0.3864,7.23
memcpy,libc,33,0,0,hot,0,0.0910,30.72
memcpy,raw32,33,0,0,hot,0,0.2273,12.29
memmove,micron,33,0,0,hot,0,0.2727,10.25
memmove,libc,33,0,0,hot,0,0.0909,30.73
memset0,micron,33,0,0,hot,0,0.2368,11.79
memset0,libc,33,0,0,hot,0,0.0880,32.02
memset5A,micron,33,0,0,hot,0,0.2273,12.29
memcpy,micron,34,0,0,hot,0,0.4123,6.78
memcpy,libc,34,0,0,hot,0,0.0870,32.16
memcpy,raw32,34,0,0,hot,0,0.2206,12.67
memmove,micron,34,0,0,hot,0,0.3089,9.05
memmove,libc,34,0,0,hot,0,0.0883,31.65
memset0,micron,34,0,0,hot,0,0.2427,11.51
memset0,libc,34,0,0,hot,0,0.1103,25.33
memset5A,micron,34,0,0,hot,0,0.2206,12.67
memcpy,micron,35,0,0,hot,0,0.4072,6.86
memcpy,libc,35,0,0,hot,0,0.0857,32.57
memcpy,raw32,35,0,0,hot,0,0.2977,9.36
memmove,micron,35,0,0,hot,0,0.3215,8.69
memmove,libc,35,0,0,hot,0,0.0858,32.58
memset0,micron,35,0,0,hot,0,0.2357,11.85
memset0,libc,35,0,0,hot,0,0.1072,26.07
memset5A,micron,35,0,0,hot,0,0.2358,11.85
memcpy,micron,36,0,0,hot,0,0.4717,5.92
memcpy,libc,36,0,0,hot,0,0.0834,33.49
memcpy,raw32,36,0,0,hot,0,0.2368,11.80
memmove,micron,36,0,0,hot,0,0.3490,8.01
memmove,libc,36,0,0,hot,0,0.0834,33.50
memset0,micron,36,0,0,hot,0,0.3710,7.51
memset0,libc,36,0,0,hot,0,0.1042,26.82
memset5A,micron,36,0,0,hot,0,0.2500,11.17
memcpy,micron,37,0,0,hot,0,0.6021,4.63
memcpy,libc,37,0,0,hot,0,0.0811,34.44
memcpy,raw32,37,0,0,hot,0,0.2085,13.42
memmove,micron,37,0,0,hot,0,0.3665,7.62
memmove,libc,37,0,0,hot,0,0.0812,34.42
memset0,micron,37,0,0,hot,0,0.2433,11.48
memset0,libc,37,0,0,hot,0,0.1014,27.55
memset5A,micron,37,0,0,hot,0,0.2433,11.49
memcpy,micron,38,0,0,hot,0,0.5132,5.44
memcpy,libc,38,0,0,hot,0,0.0790,35.37
memcpy,raw32,38,0,0,hot,0,0.2567,10.88
memmove,micron,38,0,0,hot,0,0.4342,6.44
memmove,libc,38,0,0,hot,0,0.1741,15.96
memset0,micron,38,0,0,hot,0,0.2763,10.11
memset0,libc,38,0,0,hot,0,0.0987,28.30
memset5A,micron,38,0,0,hot,0,0.2566,10.89
memcpy,micron,39,0,0,hot,0,0.4808,5.81
memcpy,libc,39,0,0,hot,0,0.0770,36.30
memcpy,raw32,39,0,0,hot,0,0.2702,10.34
memmove,micron,39,0,0,hot,0,0.3669,7.62
memmove,libc,39,0,0,hot,0,0.0770,36.30
memset0,micron,39,0,0,hot,0,0.2693,10.37
memset0,libc,39,0,0,hot,0,0.0962,29.05
memset5A,micron,39,0,0,hot,0,0.2693,10.38
memcpy,micron,40,0,0,hot,0,0.2438,11.46
memcpy,libc,40,0,0,hot,0,0.0751,37.21
memcpy,raw32,40,0,0,hot,0,0.2575,10.82
memmove,micron,40,0,0,hot,0,0.2813,9.93
memmove,libc,40,0,0,hot,0,0.0754,37.04
memset0,micron,40,0,0,hot,0,0.1688,16.55
memset0,libc,40,0,0,hot,0,0.0938,29.78
memset5A,micron,40,0,0,hot,0,0.1875,14.90
memcpy,micron,41,0,0,hot,0,0.3293,8.48
memcpy,libc,41,0,0,hot,0,0.0944,29.56
memcpy,raw32,41,0,0,hot,0,0.1830,15.27
memmove,micron,41,0,0,hot,0,0.2927,9.55
memmove,libc,41,0,0,hot,0,0.0732,38.15
memset0,micron,41,0,0,hot,0,0.2013,13.88
memset0,libc,41,0,0,hot,0,0.0915,30.54
memset5A,micron,41,0,0,hot,0,0.2013,13.88
memcpy,micron,42,0,0,hot,0,0.3572,7.82
memcpy,libc,42,0,0,hot,0,0.0922,30.29
memcpy,raw32,42,0,0,hot,0,0.1345,21.16
memmove,micron,42,0,0,hot,0,0.3036,9.20
memmove,libc,42,0,0,hot,0,0.0715,39.09
memset0,micron,42,0,0,hot,0,0.2143,13.04
memset0,libc,42,0,0,hot,0,0.0893,31.28
memset5A,micron,42,0,0,hot,0,0.2143,13.04
memcpy,micron,43,0,0,hot,0,0.3838,7.28
memcpy,libc,43,0,0,hot,0,0.0900,31.03
memcpy,raw32,43,0,0,hot,0,0.2109,13.25
memmove,micron,43,0,0,hot,0,0.3140,8.90
memmove,libc,43,0,0,hot,0,0.0698,40.02
memset0,micron,43,0,0,hot,0,0.2093,13.35
memset0,libc,43,0,0,hot,0,0.0872,32.02
memset5A,micron,43,0,0,hot,0,0.2268,12.32
memcpy,micron,44,0,0,hot,0,0.4092,6.83
memcpy,libc,44,0,0,hot,0,0.0446,63.09
memcpy,raw32,44,0,0,hot,0,0.2270,12.31
memmove,micron,44,0,0,hot,0,0.3239,8.63
memmove,libc,44,0,0,hot,0,0.0682,40.94
memset0,micron,44,0,0,hot,0,0.2216,12.61
memset0,libc,44,0,0,hot,0,0.0852,32.77
memset5A,micron,44,0,0,hot,0,0.2387,11.71
memcpy,micron,45,0,0,hot,0,0.4334,6.45
memcpy,libc,45,0,0,hot,0,0.0860,32.47
memcpy,raw32,45,0,0,hot,0,0.2599,10.75
memmove,micron,45,0,0,hot,0,0.3500,7.98
memmove,libc,45,0,0,hot,0,0.0667,41.88
memset0,micron,45,0,0,hot,0,0.2334,11.97
memset0,libc,45,0,0,hot,0,0.0833,33.52
memset5A,micron,45,0,0,hot,0,0.2333,11.98
memcpy,micron,46,0,0,hot,0,0.5809,4.80
memcpy,libc,46,0,0,hot,0,0.0842,33.19
memcpy,raw32,46,0,0,hot,0,0.2738,10.20
memmove,micron,46,0,0,hot,0,0.3587,7.79
memmove,libc,46,0,0,hot,0,0.0653,42.82
memset0,micron,46,0,0,hot,0,0.2609,10.71
memset0,libc,46,0,0,hot,0,0.0815,34.26
memset5A,micron,46,0,0,hot,0,0.2446,11.42
memcpy,micron,47,0,0,hot,0,0.4469,6.25
memcpy,libc,47,0,0,hot,0,0.0824,33.91
memcpy,raw32,47,0,0,hot,0,0.3002,9.31
memmove,micron,47,0,0,hot,0,0.3372,8.29
memmove,libc,47,0,0,hot,0,0.0639,43.73
memset0,micron,47,0,0,hot,0,0.2234,12.53
memset0,libc,47,0,0,hot,0,0.0798,35.00
memset5A,micron,47,0,0,hot,0,0.3931,7.09
memcpy,micron,48,0,0,hot,0,0.1262,22.15
memcpy,libc,48,0,0,hot,0,0.0808,34.58
memcpy,raw32,48,0,0,hot,0,0.1172,23.85
memmove,micron,48,0,0,hot,0,0.2032,13.75
memmove,libc,48,0,0,hot,0,0.0626,44.65
memset0,micron,48,0,0,hot,0,0.1094,25.54
memset0,libc,48,0,0,hot,0,0.0782,35.74
memset5A,micron,48,0,0,hot,0,0.1250,22.35
memcpy,micron,49,0,0,hot,0,0.2045,13.67
memcpy,libc,49,0,0,hot,0,0.0790,35.37
memcpy,raw32,49,0,0,hot,0,0.1513,18.45
memmove,micron,49,0,0,hot,0,0.2296,12.17
memmove,libc,49,0,0,hot,0,0.0613,45.37
memset0,micron,49,0,0,hot,0,0.1378,20.22
memset0,libc,49,0,0,hot,0,0.0765,36.50
memset5A,micron,49,0,0,hot,0,0.1531,18.26
memcpy,micron,50,0,0,hot,0,0.2400,11.64
memcpy,libc,50,0,0,hot,0,0.0775,36.07
memcpy,raw32,50,0,0,hot,0,0.2665,10.46
memmove,micron,50,0,0,hot,0,0.1980,14.17
memmove,libc,50,0,0,hot,0,0.0600,46.55
memset0,micron,50,0,0,hot,0,0.1500,18.62
memset0,libc,50,0,0,hot,0,0.0750,37.40
memset5A,micron,50,0,0,hot,0,0.1500,18.63
memcpy,micron,51,0,0,hot,0,0.2654,10.53
memcpy,libc,51,0,0,hot,0,0.0760,36.77
memcpy,raw32,51,0,0,hot,0,0.1648,16.95
memmove,micron,51,0,0,hot,0,0.2647,10.55
memmove,libc,51,0,0,hot,0,0.0588,47.49
memset0,micron,51,0,0,hot,0,0.1618,17.27
memset0,libc,51,0,0,hot,0,0.0735,37.99
memset5A,micron,51,0,0,hot,0,0.1619,17.27
memcpy,micron,52,0,0,hot,0,0.3041,9.19
memcpy,libc,52,0,0,hot,0,0.0749,37.37
memcpy,raw32,52,0,0,hot,0,0.1839,15.20
memmove,micron,52,0,0,hot,0,0.2751,10.16
memmove,libc,52,0,0,hot,0,0.0577,48.42
memset0,micron,52,0,0,hot,0,0.1885,14.84
memset0,libc,52,0,0,hot,0,0.0722,38.70
memset5A,micron,52,0,0,hot,0,0.1822,15.34
memcpy,micron,53,0,0,hot,0,0.3114,8.97
memcpy,libc,53,0,0,hot,0,0.0731,38.21
memcpy,raw32,53,0,0,hot,0,0.2110,13.24
memmove,micron,53,0,0,hot,0,0.2831,9.87
memmove,libc,53,0,0,hot,0,0.0566,49.34
memset0,micron,53,0,0,hot,0,0.1698,16.45
memset0,libc,53,0,0,hot,0,0.0708,39.49
memset5A,micron,53,0,0,hot,0,0.3198,8.73
memcpy,micron,54,0,0,hot,0,0.2845,9.83
memcpy,libc,54,0,0,hot,0,0.0718,38.93
memcpy,raw32,54,0,0,hot,0,0.2252,12.41
memmove,micron,54,0,0,hot,0,0.2917,9.58
memmove,libc,54,0,0,hot,0,0.0556,50.26
memset0,micron,54,0,0,hot,0,0.1946,14.36
memset0,libc,54,0,0,hot,0,0.0694,40.26
memset5A,micron,54,0,0,hot,0,0.2815,9.90
memcpy,micron,55,0,0,hot,0,0.3410,8.19
memcpy,libc,55,0,0,hot,0,0.0705,39.67
memcpy,raw32,55,0,0,hot,0,0.2764,10.09
memmove,micron,55,0,0,hot,0,0.2511,11.14
memmove,libc,55,0,0,hot,0,0.0546,51.17
memset0,micron,55,0,0,hot,0,0.1910,14.63
memset0,libc,55,0,0,hot,0,0.0682,40.97
memset5A,micron,55,0,0,hot,0,0.1909,14.63
memcpy,micron,56,0,0,hot,0,0.2009,13.91
memcpy,libc,56,0,0,hot,0,0.0691,40.43
memcpy,raw32,56,0,0,hot,0,0.1273,21.92
memmove,micron,56,0,0,hot,0,0.1877,14.88
memmove,libc,56,0,0,hot,0,0.0535,52.19
memset0,micron,56,0,0,hot,0,0.1206,23.18
memset0,libc,56,0,0,hot,0,0.0670,41.73
memset5A,micron,56,0,0,hot,0,0.1340,20.86
memcpy,micron,57,0,0,hot,0,0.3715,7.49
memcpy,libc,57,0,0,hot,0,0.0679,41.17
memcpy,raw32,57,0,0,hot,0,0.2225,12.52
memmove,micron,57,0,0,hot,0,0.2105,13.27
memmove,libc,57,0,0,hot,0,0.0527,53.03
memset0,micron,57,0,0,hot,0,0.1854,15.04
memset0,libc,57,0,0,hot,0,0.0053,613.80
memset5A,micron,57,0,0,hot,0,0.1448,19.30
memcpy,micron,58,0,0,hot,0,0.2458,11.37
memcpy,libc,58,0,0,hot,0,0.0668,41.83
memcpy,raw32,58,0,0,hot,0,0.1522,18.35
memmove,micron,58,0,0,hot,0,0.2199,12.71
memmove,libc,58,0,0,hot,0,0.0518,53.94
memset0,micron,58,0,0,hot,0,0.1552,18.01
memset0,libc,58,0,0,hot,0,0.0647,43.17
memset5A,micron,58,0,0,hot,0,0.1552,18.00
memcpy,micron,59,0,0,hot,0,0.2670,10.47
memcpy,libc,59,0,0,hot,0,0.0656,42.58
memcpy,raw32,59,0,0,hot,0,0.1670,16.73
memmove,micron,59,0,0,hot,0,0.2288,12.21
memmove,libc,59,0,0,hot,0,0.0509,54.90
memset0,micron,59,0,0,hot,0,0.1653,16.91
memset0,libc,59,0,0,hot,0,0.0636,43.96
memset5A,micron,59,0,0,hot,0,0.2557,10.90
memcpy,micron,60,0,0,hot,0,0.2996,9.33
memcpy,libc,60,0,0,hot,0,0.0646,43.28
memcpy,raw32,60,0,0,hot,0,0.1913,14.61
memmove,micron,60,0,0,hot,0,0.2375,11.76
memmove,libc,60,0,0,hot,0,0.0500,55.85
memset0,micron,60,0,0,hot,0,0.1625,17.20
memset0,libc,60,0,0,hot,0,0.0625,44.68
memset5A,micron,60,0,0,hot,0,0.1750,15.96
memcpy,micron,61,0,0,hot,0,0.3325,8.40
memcpy,libc,61,0,0,hot,0,0.0635,44.02
memcpy,raw32,61,0,0,hot,0,0.2047,13.65
memmove,micron,61,0,0,hot,0,0.2582,10.82
memmove,libc,61,0,0,hot,0,0.0492,56.79
memset0,micron,61,0,0,hot,0,0.1824,15.32
memset0,libc,61,0,0,hot,0,0.0615,45.43
memset5A,micron,61,0,0,hot,0,0.1758,15.89
memcpy,micron,62,0,0,hot,0,0.3387,8.25
memcpy,libc,62,0,0,hot,0,0.0625,44.73
memcpy,raw32,62,0,0,hot,0,0.2307,12.11
memmove,micron,62,0,0,hot,0,0.2275,12.34
